%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1698280427679633333,128,1698280427678514480,GPS1_Frame,42.271969999999996,-71.02672333333334,13.8,332864.84055398754,4681962.277098879,19,T
1698280428681115544,129,1698280428679137945,GPS1_Frame,42.27190666666667,-71.02660999999999,13.7,332874.01965200325,4681955.02203669,19,T
1698280429679896375,130,1698280429678411960,GPS1_Frame,42.27184166666666,-71.02649666666666,13.6,332883.19436410756,4681947.581919018,19,T
1698280430680908723,131,1698280430678664684,GPS1_Frame,42.271775,-71.02638499999999,13.5,332892.22724225384,4681939.960017104,19,T
1698280431680431236,132,1698280431678933858,GPS1_Frame,42.271699999999996,-71.02628,13.4,332900.6883226662,4681931.425871199,19,T
1698280432680682021,133,1698280432679017543,GPS1_Frame,42.27162,-71.02618000000001,13.5,332908.7238642383,4681922.34634459,19,T
1698280433681185546,134,1698280433679493188,GPS1_Frame,42.27153833333333,-71.026085,13.8,332916.3426751713,4681913.09157201,19,T
1698280434679637317,135,1698280434677881717,GPS1_Frame,42.271453333333326,-71.02599333333333,14.0,332923.67780034104,4681903.473213407,19,T
1698280435681337980,136,1698280435679704427,GPS1_Frame,42.271364999999996,-71.02589833333333,14.2,332931.27903864544,4681893.478186155,19,T
1698280436683187751,137,1698280436681088209,GPS1_Frame,42.271273333333326,-71.02580166666667,14.3,332939.0089426283,4681883.109761472,19,T
1698280437681550150,138,1698280437679442405,GPS1_Frame,42.27118166666667,-71.02570333333333,14.5,332946.87632022006,4681872.73807599,19,T
1698280438679318876,139,1698280438677595615,GPS1_Frame,42.27109,-71.025605,14.7,332954.7437217252,4681862.366400147,19,T
1698280439680077696,140,1698280439678117513,GPS1_Frame,42.27099499999999,-71.02550500000001,14.6,332962.7397925019,4681851.621328021,19,T
1698280440681594432,141,1698280440679759263,GPS1_Frame,42.2709,-71.025405,14.5,332970.7358884956,4681840.8762658695,19,T
1698280441681992331,142,1698280441680098533,GPS1_Frame,42.27080333333333,-71.02530499999999,14.6,332978.72760758945,4681829.946145642,19,T
1698280442680708776,143,1698280442678859949,GPS1_Frame,42.27070666666667,-71.02520166666666,14.8,332986.994254585,4681819.009496786,19,T
1698280443680054475,144,1698280443678202390,GPS1_Frame,42.270610000000005,-71.02510000000001,14.9,332995.12347675505,4681808.076127708,19,T
1698280444679415198,145,1698280444677836894,GPS1_Frame,42.270509999999994,-71.024995,15.0,333003.5188252578,4681796.766094921,19,T
1698280445680818011,146,1698280445678800106,GPS1_Frame,42.27041166666666,-71.02489,14.9,333011.91860280617,4681785.64114117,19,T
1698280446680438050,147,1698280446678418874,GPS1_Frame,42.27031166666667,-71.02478500000001,15.0,333020.3140068095,4681774.331130377,19,T
1698280447680518637,148,1698280447678514242,GPS1_Frame,42.27021500000001,-71.02468333333333,15.1,333028.4433357264,4681763.397803551,19,T
1698280448680813781,149,1698280448679351091,GPS1_Frame,42.27012166666667,-71.02458666666666,15.0,333036.16913453146,4681752.844427976,19,T
1698280449681324612,150,1698280449679604291,GPS1_Frame,42.27003333333334,-71.02449166666666,14.9,333043.77070553706,4681742.849533942,19,T
1698280450680771919,151,1698280450678408622,GPS1_Frame,42.26994666666666,-71.02439666666668,15.0,333051.37669886404,4681733.039716919,19,T
1698280451680513958,152,1698280451678817987,GPS1_Frame,42.26986,-71.024305,14.9,333058.7078081267,4681723.236444564,19,T
1698280452681234844,153,1698280452679511308,GPS1_Frame,42.26977166666667,-71.02421166666666,14.8,333066.17199196515,4681713.244844885,19,T
1698280453681081999,154,1698280453679091930,GPS1_Frame,42.269683333333326,-71.02411833333333,14.9,333073.6361976812,4681703.253253891,19,T
1698280454680862280,155,1698280454679421901,GPS1_Frame,42.269593333333326,-71.02402333333333,15.0,333081.23347958515,4681693.073336193,19,T
1698280455680783927,156,1698280455679353952,GPS1_Frame,42.269503333333326,-71.02392833333333,15.1,333088.83078417793,4681682.893427498,19,T
1698280456680974400,157,1698280456679445743,GPS1_Frame,42.269413333333326,-71.02383499999999,15.4,333096.29065754334,4681672.71679488,19,T
1698280457681244663,158,1698280457679534912,GPS1_Frame,42.269323333333325,-71.02374,15.7,333103.8880073229,4681662.5369040305,19,T
1698280458681592992,159,1698280458680287599,GPS1_Frame,42.26923333333334,-71.02364666666668,16.0,333111.3479254828,4681652.360288955,19,T
1698280459681241924,160,1698280459679217100,GPS1_Frame,42.26914166666667,-71.02354999999999,16.2,333119.078376804,4681641.992081351,19,T
1698280460681320463,161,1698280460679976463,GPS1_Frame,42.26905166666667,-71.02345333333332,16.2,333126.8132495722,4681631.808951048,19,T
1698280461681478515,162,1698280461679743051,GPS1_Frame,42.26896166666667,-71.02335833333333,16.3,333134.4106905239,4681621.62909636,19,T
1698280462681491821,163,1698280462679458141,GPS1_Frame,42.26887333333334,-71.02326333333333,16.5,333142.01255167206,4681611.63431865,19,T
1698280463680271409,164,1698280463678571224,GPS1_Frame,42.26878833333333,-71.02317,17.0,333149.4857743953,4681602.01295187,19,T
1698280464681572434,165,1698280464679758787,GPS1_Frame,42.26870666666667,-71.02308,17.5,333156.69290142355,4681592.768261402,19,T
1698280465681550175,166,1698280465679859638,GPS1_Frame,42.26862833333333,-71.02299666666666,18.2,333163.35901924013,4681583.906777768,19,T
1698280466681388641,167,1698280466679650783,GPS1_Frame,42.26855166666666,-71.022915,18.8,333169.8920953092,4681575.233634601,19,T
1698280467680674832,168,1698280467678980827,GPS1_Frame,42.26847666666666,-71.02283333333334,19.3,333176.42958452774,4681566.745566043,19,T
1698280468680442809,169,1698280468679172515,GPS1_Frame,42.26840333333333,-71.02275333333334,19.7,333182.8340302347,4681558.445837405,19,T
1698280469680791060,170,1698280469679023504,GPS1_Frame,42.26833166666667,-71.02267499999999,20.2,333189.10543141677,4681550.334448284,19,T
1698280470681738531,171,1698280470680088758,GPS1_Frame,42.26826833333333,-71.02260333333334,20.5,333194.84900190186,4681543.161465313,19,T
1698280471680963053,172,1698280471679352521,GPS1_Frame,42.26821333333334,-71.02253666666667,20.8,333200.20219414675,4681536.923622087,19,T
