%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1698454960299130906,100,1698454960296256303,GPS1_Frame,42.267174999999995,-71.01950666666667,12.1,333447.3636314899,4681415.695059289,19,T
1698454961298978083,101,1698454961298137187,GPS1_Frame,42.267186666666674,-71.01946500000001,12.0,333450.8308240074,4681416.909033834,19,T
1698454962300827262,102,1698454962297936201,GPS1_Frame,42.267181666666666,-71.01942166666666,11.9,333454.3915839098,4681416.2690712735,19,T
1698454963334094753,103,1698454963331196069,GPS1_Frame,42.26715833333333,-71.01937333333333,11.8,333458.3164427321,4681413.583584257,19,T
1698454964300167492,104,1698454964297549962,GPS1_Frame,42.26712333333333,-71.01931666666665,11.7,333462.89787731005,4681409.586325552,19,T
1698454965299616860,105,1698454965297667741,GPS1_Frame,42.267075000000006,-71.019255,11.7,333467.8565848644,4681404.098747992,19,T
1698454966305230512,106,1698454966303188800,GPS1_Frame,42.26702333333333,-71.01918833333335,11.7,333473.21890055283,4681398.231259793,19,T
1698454967305239431,107,1698454967304596900,GPS1_Frame,42.26697000000001,-71.01911833333334,11.7,333478.85175540834,4681392.172189255,19,T
1698454968298012874,108,1698454968296943187,GPS1_Frame,42.266915000000004,-71.01904833333333,11.7,333484.4802319569,4681385.928055689,19,T
1698454969304397419,109,1698454969300788402,GPS1_Frame,42.266859999999994,-71.01897833333334,11.7,333490.10871869035,4681379.683926975,19,T
1698454970301525616,110,1698454970298114299,GPS1_Frame,42.26680666666666,-71.01890833333333,11.6,333495.74160345836,4681373.624870984,19,T
1698454971303930147,111,1698454971301222801,GPS1_Frame,42.26675333333333,-71.01884,11.6,333501.2370384268,4681367.569078819,19,T
1698454972305023463,112,1698454972302885532,GPS1_Frame,42.26670166666666,-71.01877666666665,11.6,333506.3244912522,4681361.708135756,19,T
1698454973298592319,113,1698454973297777891,GPS1_Frame,42.26665500000001,-71.01872,11.6,333510.8752754786,4681356.415435371,19,T
1698454974298878814,114,1698454974296574115,GPS1_Frame,42.26661333333333,-71.01867166666666,11.6,333514.7519287806,4681351.694235242,19,T
1698454975301912520,115,1698454975298451423,GPS1_Frame,42.266573333333326,-71.01863499999999,11.6,333517.6707542471,4681347.180915744,19,T
1698454976300371978,116,1698454976296896219,GPS1_Frame,42.266533333333335,-71.01861333333333,11.6,333519.35244233964,4681342.696924972,19,T
1698454977299975059,117,1698454977296988725,GPS1_Frame,42.266495,-71.01861666666667,11.6,333518.97661653534,4681338.446881465,19,T
1698454978299365734,118,1698454978296936273,GPS1_Frame,42.26645833333334,-71.01864333333333,11.6,333516.6807333991,4681334.427526784,19,T
1698454979307652241,119,1698454979304323911,GPS1_Frame,42.26642166666667,-71.01868666666665,11.7,333513.01024391927,4681330.440759938,19,T
1698454980300549227,120,1698454980298601627,GPS1_Frame,42.26638833333333,-71.01874,11.8,333508.5237624681,4681326.843683449,19,T
1698454981302013190,121,1698454981299569129,GPS1_Frame,42.26636,-71.0188,11.9,333503.5005970342,4681323.814848898,19,T
