%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1698708359240969162,165,1698708359239425897,GPS1_Frame,42.273356666666665,-71.02825833333333,12.9,332741.918624997,4682119.268236087,19,T
1698708360241903352,166,1698708360240665197,GPS1_Frame,42.27344,-71.02832666666667,12.8,332736.50380994525,4682128.655891408,19,T
1698708361242916891,167,1698708361241127967,GPS1_Frame,42.27351999999999,-71.02839666666667,12.8,332730.94274693925,4682137.676689612,19,T
1698708362243001814,168,1698708362240891933,GPS1_Frame,42.27359833333333,-71.02847166666668,13.0,332724.9649550732,4682146.522248425,19,T
1698708363242208338,169,1698708363240236282,GPS1_Frame,42.273675000000004,-71.02854833333335,13.2,332718.8453247338,4682155.186019441,19,T
1698708364244670553,170,1698708364242351770,GPS1_Frame,42.27375,-71.02862666666667,13.6,332712.58385590574,4682163.668003026,19,T
1698708365241450342,171,1698708365240228176,GPS1_Frame,42.273825,-71.028705,14.1,332706.3224026747,4682172.149992738,19,T
1698708366243396167,172,1698708366240847587,GPS1_Frame,42.273896666666666,-71.02878166666666,14.6,332700.18958935986,4682180.258577089,19,T
1698708367242894908,173,1698708367241397142,GPS1_Frame,42.27396666666667,-71.02885833333333,15.3,332694.0523805097,4682188.182099115,19,T
1698708368242543606,174,1698708368240869283,GPS1_Frame,42.274035000000005,-71.02893166666667,15.9,332688.1856634198,4682195.914008076,19,T
1698708369241241080,175,1698708369239815950,GPS1_Frame,42.27409833333333,-71.029,16.4,332682.7180596029,4682203.080891392,19,T
1698708370241839699,176,1698708370240371465,GPS1_Frame,42.274158333333325,-71.02906666666667,16.8,332677.37908973114,4682209.874367396,19,T
1698708371241008767,177,1698708371239718437,GPS1_Frame,42.27421833333333,-71.02913166666667,17.2,332672.1775739753,4682216.664572132,19,T
1698708372273057128,178,1698708372271241664,GPS1_Frame,42.27427666666667,-71.02919666666666,17.5,332666.97165769245,4682223.269712884,19,T
1698708373276266456,179,1698708373273689270,GPS1_Frame,42.27433166666666,-71.02925499999999,17.7,332662.3067024674,4682229.491617858,19,T
1698708374243161230,180,1698708374241528272,GPS1_Frame,42.27437833333333,-71.02930666666666,17.9,332658.1694727157,4682234.775081312,19,T
1698708375274551858,181,1698708375271778821,GPS1_Frame,42.27441833333334,-71.02935000000001,18.0,332654.7018197726,4682239.301894361,19,T
