%time,field.Header.seq,field.Header.stamp,field.Header.frame_id,field.IMU.header.seq,field.IMU.header.stamp,field.IMU.header.frame_id,field.IMU.orientation.x,field.IMU.orientation.y,field.IMU.orientation.z,field.IMU.orientation.w,field.IMU.orientation_covariance0,field.IMU.orientation_covariance1,field.IMU.orientation_covariance2,field.IMU.orientation_covariance3,field.IMU.orientation_covariance4,field.IMU.orientation_covariance5,field.IMU.orientation_covariance6,field.IMU.orientation_covariance7,field.IMU.orientation_covariance8,field.IMU.angular_velocity.x,field.IMU.angular_velocity.y,field.IMU.angular_velocity.z,field.IMU.angular_velocity_covariance0,field.IMU.angular_velocity_covariance1,field.IMU.angular_velocity_covariance2,field.IMU.angular_velocity_covariance3,field.IMU.angular_velocity_covariance4,field.IMU.angular_velocity_covariance5,field.IMU.angular_velocity_covariance6,field.IMU.angular_velocity_covariance7,field.IMU.angular_velocity_covariance8,field.IMU.linear_acceleration.x,field.IMU.linear_acceleration.y,field.IMU.linear_acceleration.z,field.IMU.linear_acceleration_covariance0,field.IMU.linear_acceleration_covariance1,field.IMU.linear_acceleration_covariance2,field.IMU.linear_acceleration_covariance3,field.IMU.linear_acceleration_covariance4,field.IMU.linear_acceleration_covariance5,field.IMU.linear_acceleration_covariance6,field.IMU.linear_acceleration_covariance7,field.IMU.linear_acceleration_covariance8,field.MagField.header.seq,field.MagField.header.stamp,field.MagField.header.frame_id,field.MagField.magnetic_field.x,field.MagField.magnetic_field.y,field.MagField.magnetic_field.z,field.MagField.magnetic_field_covariance0,field.MagField.magnetic_field_covariance1,field.MagField.magnetic_field_covariance2,field.MagField.magnetic_field_covariance3,field.MagField.magnetic_field_covariance4,field.MagField.magnetic_field_covariance5,field.MagField.magnetic_field_covariance6,field.MagField.magnetic_field_covariance7,field.MagField.magnetic_field_covariance8,field.VNYMR
1698454860640777394,0,1698454860636621475,IMU1_Frame,701,1698454860636621475,,-0.41741507405730116,-0.23924597788650326,0.8678593197307606,0.12387985781122815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001408,-0.00148,0.03116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.665,0.211,-10.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701,1698454860636621475,,0.017,0.1731,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860663668396,0,1698454860661465406,IMU1_Frame,702,1698454860661465406,,-0.4127007960234722,-0.24821863581213396,0.8703687608018659,0.10258548638759785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003513,-0.000142,0.03658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.658,0.116,-10.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702,1698454860661465406,,0.0242,0.1805,0.1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860689674279,0,1698454860686518669,IMU1_Frame,703,1698454860686518669,,-0.4078689041250532,-0.25842250641428555,0.8722249000336881,0.07800313447297808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002661,0.000304,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686,0.178,-9.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703,1698454860686518669,,0.0195,0.1655,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860713960123,0,1698454860711856126,IMU1_Frame,704,1698454860711856126,,-0.40180631781096166,-0.2686272795110078,0.8737969134757076,0.053572583193627454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005951,0.005513,0.04068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.705,0.105,-10.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704,1698454860711856126,,0.0168,0.1693,0.1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860738163157,0,1698454860736617565,IMU1_Frame,705,1698454860736617565,,-0.3950903027203355,-0.2806079186680451,0.8743525067428379,0.02589483789594485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005501,0.003256,0.04327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.678,0.153,-9.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,1698454860736617565,,0.0198,0.175,0.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860764497423,0,1698454860761746644,IMU1_Frame,706,1698454860761746644,,-0.38840801116642126,-0.2923047548470721,0.8738915164561365,-0.0032809482672543078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005502,0.002519,0.04671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.644,0.11,-9.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706,1698454860761746644,,0.0225,0.1691,0.1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860789824783,0,1698454860786858797,IMU1_Frame,707,1698454860786858797,,-0.38145442480336184,-0.30457248917894003,0.8720696573498848,-0.0349661745539246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005674,0.005722,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.779,0.2,-9.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707,1698454860786858797,,0.0169,0.1712,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860815298958,0,1698454860811811685,IMU1_Frame,708,1698454860811811685,,-0.3724539204778563,-0.31826370349367245,0.8691775662010465,-0.06720603077099487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00661,0.00326,0.04919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,0.148,-9.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708,1698454860811811685,,0.0185,0.1769,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860840615598,0,1698454860836677074,IMU1_Frame,709,1698454860836677074,,-0.36393019922701725,-0.331377507177075,0.8645101758631863,-0.10181313106222417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006735,0.008921,0.05411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.804,0.215,-9.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709,1698454860836677074,,0.0184,0.1692,0.1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860862880132,0,1698454860861373662,IMU1_Frame,710,1698454860861373662,,-0.35359721524084625,-0.3456585720163319,0.8583208004855382,-0.1370203065950955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007789,5.4e-05,0.05388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.236,-10.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,1698454860861373662,,0.0182,0.1673,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860888814611,0,1698454860886405229,IMU1_Frame,711,1698454860886405229,,-0.3438728089915446,-0.35991301080120763,0.8497003977561606,-0.1738486409072473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008587,0.004373,0.05778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.874,0.224,-9.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711,1698454860886405229,,0.0198,0.1711,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860914104842,0,1698454860911507368,IMU1_Frame,712,1698454860911507368,,-0.3325275490710703,-0.3735063423665201,0.8400324291854635,-0.21039001696264029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007661,0.005224,0.05767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.873,0.243,-9.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712,1698454860911507368,,0.0185,0.1769,0.1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860938340883,0,1698454860936400651,IMU1_Frame,713,1698454860936400651,,-0.31973515441927386,-0.3878254363354169,0.8280934237843173,-0.24823807815259447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007283,0.003172,0.06307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.793,0.141,-9.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713,1698454860936400651,,0.0158,0.1807,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860963268736,0,1698454860962229251,IMU1_Frame,714,1698454860962229251,,-0.30542068210858847,-0.4017844642279941,0.8144203585907398,-0.2863685226387128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00867,0.008539,0.06298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.869,0.269,-10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714,1698454860962229251,,0.0157,0.1769,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454860988270805,0,1698454860986491918,IMU1_Frame,715,1698454860986491918,,-0.29033908333049846,-0.41593832704232003,0.7982345978466385,-0.32483850077947524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007363,0.000437,0.06593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.896,0.236,-10.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715,1698454860986491918,,0.0129,0.177,0.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861014756189,0,1698454861011427879,IMU1_Frame,716,1698454861011427879,,-0.27351272697099405,-0.4302283932378747,0.7793135836752285,-0.36436884627547383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010067,0.000789,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917,0.177,-9.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716,1698454861011427879,,0.019,0.1919,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861039120395,0,1698454861036575794,IMU1_Frame,717,1698454861036575794,,-0.2550786792412718,-0.44380213276885416,0.7582755227410826,-0.40372362571204923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009115,0.00143,0.07169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.947,0.237,-9.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717,1698454861036575794,,0.0146,0.1864,0.1156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861063960536,0,1698454861061570644,IMU1_Frame,718,1698454861061570644,,-0.23478827195869412,-0.4577490471167516,0.7334472881142982,-0.44429196793565606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008827,0.007383,0.07473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018,0.211,-9.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718,1698454861061570644,,0.0127,0.1732,0.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861087562718,0,1698454861086445569,IMU1_Frame,719,1698454861086445569,,-0.21349256300875252,-0.47063819005478214,0.7061932751118908,-0.4839542104255874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011221,0.008057,0.07776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.986,0.156,-9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719,1698454861086445569,,0.0103,0.1827,0.1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861113243606,0,1698454861111437320,IMU1_Frame,720,1698454861111437320,,-0.19099467301728698,-0.4838201045114114,0.6742228892921904,-0.5242734371528633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009573,0.008693,0.08065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.996,0.285,-9.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720,1698454861111437320,,0.0144,0.1808,0.1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861138095892,0,1698454861136366844,IMU1_Frame,721,1698454861136366844,,-0.16546937177439808,-0.49584821436341725,0.6395829852480794,-0.5636382175636706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012191,0.001639,0.08251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.051,0.248,-9.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721,1698454861136366844,,0.0073,0.1752,0.1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861165342532,0,1698454861162367582,IMU1_Frame,722,1698454861162367582,,-0.13961406412145047,-0.5077740146869655,0.5995311907024213,-0.602690479834475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012729,0.005512,0.08806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.148,-9.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722,1698454861162367582,,0.0117,0.1826,0.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861189766613,0,1698454861187186241,IMU1_Frame,723,1698454861187186241,,-0.11167344783502067,-0.5178767543840215,0.5569122254610903,-0.6396729488178211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009018,0.005413,0.08796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188,0.253,-9.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723,1698454861187186241,,0.0108,0.1959,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861215406668,0,1698454861211416721,IMU1_Frame,724,1698454861211416721,,-0.08235069375287893,-0.5261474535464006,0.5108511797752086,-0.6748468659535549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009767,0.007732,0.09353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228,0.306,-9.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724,1698454861211416721,,0.009,0.1826,0.1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861240532679,0,1698454861236406087,IMU1_Frame,725,1698454861236406087,,-0.052035494195179055,-0.5333558464837092,0.46062876870456015,-0.7075627080388215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009905,0.012061,0.09379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.159,-9.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,1698454861236406087,,0.0032,0.1791,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861263966272,0,1698454861261349201,IMU1_Frame,726,1698454861261349201,,-0.021560545261548103,-0.538446300005287,0.40849340411875545,-0.7367115199928074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009823,0.004191,0.0973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.234,0.167,-9.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726,1698454861261349201,,0.0049,0.1885,0.1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861288736100,0,1698454861286949872,IMU1_Frame,727,1698454861286949872,,0.009449288143944301,-0.5414712447873933,0.35393557495563693,-0.7625281704978422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008643,0.012021,0.09637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.243,-9.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727,1698454861286949872,,0.0092,0.1903,0.1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861313724895,0,1698454861311996936,IMU1_Frame,728,1698454861311996936,,0.04280547349523969,-0.5431543949361995,0.2957937572953184,-0.7846381636432537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009899,0.0071,0.09946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.173,0.321,-9.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728,1698454861311996936,,0.0062,0.1827,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861338668461,0,1698454861337037324,IMU1_Frame,729,1698454861337037324,,0.07648948914902631,-0.5424516179153839,0.23565566192491308,-0.8027216262649427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009304,0.006003,0.10211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.223,0.245,-9.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729,1698454861337037324,,0.0079,0.1941,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861363013275,0,1698454861361983060,IMU1_Frame,730,1698454861361983060,,0.11033294688827508,-0.5396950838365939,0.17448043896168966,-0.8161571133876717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010529,0.001917,0.10174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.175,0.221,-9.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730,1698454861361983060,,0.0022,0.1923,0.1247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861389297105,0,1698454861386995553,IMU1_Frame,731,1698454861386995553,,0.14452560759828265,-0.5350622461634323,0.11157716702797452,-0.8248462143193126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009586,0.004465,0.10195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.252,0.129,-9.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731,1698454861386995553,,-0.0034,0.1925,0.1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861414991960,0,1698454861412129640,IMU1_Frame,732,1698454861412129640,,0.17888602708852314,-0.5286731292477216,0.04790105861803434,-0.8283779332570234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008622,0.001938,0.10097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.234,0.16,-9.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732,1698454861412129640,,0.0041,0.2036,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861439404521,0,1698454861436916828,IMU1_Frame,733,1698454861436916828,,0.21314746931871442,-0.5191258105540653,-0.015556306847122864,-0.8275473101019003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008733,0.004324,0.10413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413,0.201,-9.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733,1698454861436916828,,0.001,0.1962,0.1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861464499982,0,1698454861462271690,IMU1_Frame,734,1698454861462271690,,0.24753861573719174,-0.5075978056641455,-0.0794229840123601,-0.82143842801176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008019,0.012339,0.10483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.383,0.195,-9.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734,1698454861462271690,,-0.0003,0.2,0.1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861489076966,0,1698454861486981630,IMU1_Frame,735,1698454861486981630,,0.2807795864970247,-0.4948369202370735,-0.1432179393744271,-0.8098073030160884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008627,0.010895,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.416,0.163,-9.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735,1698454861486981630,,-0.0004,0.1962,0.1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861519363730,0,1698454861516583442,IMU1_Frame,736,1698454861516583442,,0.314346960283611,-0.4777815382882698,-0.2051445374574048,-0.7942458743882373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009562,0.014597,0.10578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393,0.219,-9.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736,1698454861516583442,,0.0039,0.1998,0.1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861540937996,0,1698454861536988496,IMU1_Frame,737,1698454861536988496,,0.3464592577395484,-0.4599849661846007,-0.26628382797101435,-0.772963606240175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008868,0.009292,0.10792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.409,0.125,-9.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,1698454861536988496,,-0.0047,0.1925,0.1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861565077153,0,1698454861561850547,IMU1_Frame,738,1698454861561850547,,0.3783127807020675,-0.43865467784651824,-0.32504460129034285,-0.747534294017899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009823,0.010441,0.10632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.431,0.094,-9.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738,1698454861561850547,,-0.0064,0.183,0.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861590197392,0,1698454861586981058,IMU1_Frame,739,1698454861586981058,,0.40897638265680736,-0.41590501754089143,-0.3815635887916117,-0.717056875374422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010277,0.008911,0.10708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.496,0.132,-9.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739,1698454861586981058,,-0.0058,0.2019,0.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861615188715,0,1698454861611898660,IMU1_Frame,740,1698454861611898660,,0.4390289995965996,-0.3901311851525018,-0.4355900747272933,-0.6821381697895114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012083,0.007906,0.10532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521,0.145,-9.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740,1698454861611898660,,0.0025,0.1979,0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861640829993,0,1698454861636950492,IMU1_Frame,741,1698454861636950492,,0.4674535760748646,-0.3633894081541824,-0.4857198882113767,-0.6430485848301835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010943,0.011725,0.10551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531,0.185,-9.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741,1698454861636950492,,0.0028,0.2074,0.1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861664453380,0,1698454861661889314,IMU1_Frame,742,1698454861661889314,,0.4945237011546462,-0.3340402755230571,-0.5331082916353664,-0.5997157265858644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010219,0.011791,0.10576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.704,0.214,-9.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742,1698454861661889314,,0.0045,0.2149,0.1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861692256798,0,1698454861688369750,IMU1_Frame,743,1698454861688369750,,0.5195458751537316,-0.30208442509141875,-0.5762921525611302,-0.553809027214607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011755,0.013229,0.10577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.672,0.234,-9.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,1698454861688369750,,-0.0014,0.2056,0.1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861713107115,0,1698454861711766719,IMU1_Frame,744,1698454861711766719,,0.5426998800456675,-0.26856897584428635,-0.6154835094135601,-0.5045072794839905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013118,0.015064,0.10586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.679,0.301,-9.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744,1698454861711766719,,0.0055,0.2035,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861737648007,0,1698454861736837387,IMU1_Frame,745,1698454861736837387,,0.5630064584840613,-0.23204834449097084,-0.650430504001329,-0.4540016002051227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012085,0.007718,0.10272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.663,0.189,-9.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745,1698454861736837387,,0.0028,0.2055,0.1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861764646160,0,1698454861761782646,IMU1_Frame,746,1698454861761782646,,0.5812610373534257,-0.19303587650971676,-0.681739514685537,-0.4001299675746284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013047,0.007526,0.10578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.648,0.247,-9.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746,1698454861761782646,,-0.0004,0.1923,0.1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1698454861790050430,0,1698454861786820650,IMU1_Frame,747,1698454861786820650,,0.5962989023483172,-0.1524562688558857,-0.708407243624698,-0.3454618391730002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014154,-0.000991,0.10131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.637,0.178,-9.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747,1698454861786820650,,-0.0003,0.198,0.1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
